precursor,peptide,protein,batch1_group1_rep1,batch1_group3_rep1,batch1_group1_rep2,batch1_group3_rep2,batch1_group1_rep3,batch1_group3_rep3,batch2_group1_rep1,batch2_group2_rep1,batch2_group1_rep2,batch2_group2_rep2,batch2_group1_rep3,batch2_group2_rep3,batch3_group1_rep1,batch3_group2_rep1,batch3_group3_rep1,batch3_group1_rep2,batch3_group2_rep2,batch3_group3_rep2,batch3_group1_rep3,batch3_group2_rep3,batch3_group3_rep3
1,1,1,-0.338007684797997,0.318528853277827,1.48576061441981,1.35864990125467,-0.968228101329354,-0.318528853277827,-2.00413468908687,1.80544362075985,-1.58460887089613,0.473754801317215,-0.473754801317215,1.99788088434401,-0.749538243224217,1.07998186163228,-0.795327726961328,-0.204055884181418,2.5528272492989,-1.01161798646493,0.0493924005284516,0.532530588428406,0
2,2,2,0.789049054351896,-0.255246202111683,1.8099417025318,-0.247004876562535,0.095676497846737,-0.095676497846737,-2.05984447343132,0.594206774406402,-2.20244712589488,1.23651181432197,-0.346464839735362,0.346464839735362,-2.653122790546,0.0297575467702005,-2.09575267395321,0,0.23129374527582,-2.27032549792181,-0.64443313201393,0.611590383401728,1.03148092441752
3,3,3,-1.02382577656715,-0.313558898443832,0.57478744817965,0.412091896107216,-0.162445184371213,0.162445184371213,-0.873497871491714,0.676207994549508,0.0902526336864261,-0.0902526336864262,-1.63542387759385,1.01759587208777,-2.2302166466108,0,1.28040437736229,0.3410295840459,1.75391837421932,-1.03365494035911,-0.930623199732528,1.10559013514903,-0.384869714152578
4,4,4,-0.0454198027711348,-0.545359342824312,0.54629048750227,-1.64134778826346,0.557915199285008,0.0454198027711348,-2.08261058570127,1.29965964419585,-1.35650288110783,1.13136742159992,-0.132168054922911,0.132168054922911,-0.182958480557727,3.38054200171587,-0.122413855942939,-0.252807262484128,0.279304388415395,-0.851522339115739,0.109627000016142,0,1.03123275089939
5,5,5,-0.417205255850412,-0.290141128293993,0.290141128293993,0.527426686261056,-0.309084952314773,0.551359711961554,0.301229710243195,-0.0722053592664821,-1.58014340119447,0.0722053592664821,-2.61117665211435,1.13874406382218,-0.731942476096697,0.502656503615798,-0.320060922374011,0,0.134526250042522,-1.35152077441521,-0.311193141405929,1.45070090448393,0.27309590077732
6,6,6,0.0181994348692969,-0.405390498855679,-0.0181994348692967,0.597378120903868,-0.334949161365562,0.268449866254567,-0.819579039147932,0.504988685858692,-0.504988685858692,1.12923567899256,-0.530244790599574,2.23657272899445,0.205378395083077,0.889777128115773,0.0877581184731653,-0.601496893047525,1.2508808175806,-1.35120868159914,-1.01428368251845,0,-0.664913229035307
7,7,7,-1.227135681074,-1.02421990619698,0.316561687451201,0.345351364646866,-0.0796108328080614,0.0796108328080618,-1.10912644806332,1.41020434348401,-0.194524289609875,0.194524289609875,-1.94893511521656,0.238514452638566,-0.856867834288318,1.28573405209178,1.13036787747877,-0.46423977421842,0.929168241870901,-1.13772041712943,-0.979936722170248,2.54070809251301,0
8,8,8,-0.174801440936507,-0.897748491628485,0.0728647812778993,0.0460624378734661,0.00332998022763653,-0.00332998022763653,0.083778803448352,-0.160119271120026,0.00524293481078919,-0.485232791454159,-0.00524293481078875,1.76762779981884,-1.07248077313332,1.44856804125858,-1.32514189184713,-0.0611721320300198,0.105262522132704,-1.53962262237093,0.249977008416953,0.362925992983408,0
9,9,9,0.475530057892112,-0.445241185386265,0.148940872417218,0.202657859523983,-0.857518688321347,-0.148940872417219,-1.38294506311504,-0.0219094546688172,-1.5497504271263,0.224786230083449,0.0219094546688181,0.614589722489942,-0.974984608660096,0.140029823727799,0.180721517791292,0,-0.488183394310679,-2.35552915303071,-0.929533870419127,1.29316459994123,1.85264059262642
10,10,10,-0.408308484178799,-0.395103517615374,0.728372437876809,0.395103517615374,-0.887480741494156,1.65754417820207,-0.512079595655499,1.04833331463722,-0.0854532536083594,1.19297294731059,0.0854532536083594,-0.356773311587017,0.600888555823103,0.770951973061701,-0.0863739761386095,0,0.530274588678522,-0.334366189913909,-0.860186642467226,0.648064516229828,-0.418801469374881
