precursor,peptide,protein,batch1_group1_rep1,batch1_group1_rep2,batch1_group1_rep3,batch1_group3_rep1,batch1_group3_rep2,batch1_group3_rep3,batch2_group1_rep1,batch2_group1_rep2,batch2_group1_rep3,batch2_group2_rep1,batch2_group2_rep2,batch2_group2_rep3,batch3_group1_rep1,batch3_group1_rep2,batch3_group1_rep3,batch3_group2_rep1,batch3_group2_rep2,batch3_group2_rep3,batch3_group3_rep1,batch3_group3_rep2,batch3_group3_rep3
1,1,1,39.570694650342,39.5913521582191,38.6580747690825,39.2940671007795,39.3948820774545,39.2501162190278,38.0925545690531,37.5487386364755,38.0331177751867,40.9930248814362,40.1472368761281,41.6133663083304,36.9733235319363,38.7774903564188,38.7893781554514,40.420275847441,40.4020241809866,39.8381338841479,38.4765999820258,38.7616957365484,38.4028486502678
10,10,10,36.6574662859553,37.8364357513027,36.6059677311708,37.5550384014026,38.0712798697494,38.2362841171804,37.6146240611387,36.9470448026543,37.1343739749793,38.2661236715512,38.4843494038801,37.146620962046,37.9862705474674,37.4769602445773,36.8337945519477,38.3368493061777,38.0011514922698,38.5713096916856,37.2878918209032,37.7291434595176,38.1549984472252
100,100,100,38.3308786228515,37.9324975141415,38.9503025473496,36.0146275677654,35.5457251857572,36.3149977868261,37.5034627110809,38.5295139415146,38.7550322958458,36.2154273182321,35.0075614302023,35.8221399183136,37.9089238545326,38.1263880528993,38.3813553574586,36.6811806660735,36.8650141049361,35.9998157694002,36.5200994993853,36.3107412763236,36.7233004362361
1000,1000,186,31.4843838305619,31.9245254534638,31.8911748024142,31.6664240704608,31.7215116385573,33.3761547924758,30.5800721812053,32.6426599894538,31.4099550022788,32.0079966170065,31.3638438374731,31.4056877698214,33.0987801772188,32.1142776518977,32.1480677900787,31.4717570943456,31.8168039786782,31.8645455926769,31.704449237988,32.0814391279087,32.5428893931861
1001,1001,282,28.2627044436007,28.4488370588718,28.286474391148,27.2829182802078,27.3747176185946,27.9102412175909,27.146092503568,27.8024865032426,27.7821632086839,28.3986149114428,27.5925471558086,28.0211644901056,27.5804647068345,27.6515785888947,28.0116370363812,28.2539932871233,28.3637562671575,27.9728603436603,27.2440815444717,27.4008174579928,27.5719567457777
1002,1002,150,41.9679598331691,40.7978939144697,40.1004756466352,40.5202333047696,41.5095862058647,40.2525319751827,41.9767543560197,40.256544452112,41.5700988700827,41.4943432863237,41.0671837381375,41.564271612114,40.0603664377074,41.0583376953421,40.7073782372526,41.7783520761522,40.9013706734203,40.5896585843904,40.552189382863,41.4488315744471,41.183142509378
1003,1003,164,38.3759039242413,39.3521185976068,39.7207766271117,40.5658083350216,39.7123353712976,39.4407269099222,40.2235604716634,40.285998816715,39.7544677014621,39.7329273784682,38.8551619394367,41.2522268180498,38.4755819388772,39.3366198313398,39.007555543016,39.6382668485668,40.5133509353457,40.6479927155628,39.7799374462638,39.6471731194628,40.1387487337281
1004,1004,124,41.4448761297969,41.7340420473178,41.4231840393397,41.3531380209987,41.0515087640414,41.2937288201588,41.5645728251611,41.8315958464246,41.7221873953942,40.9737519848103,41.0119033764586,41.0511697913473,41.8976934604615,41.482694057615,41.4502016040298,41.127161916128,41.5229042154989,41.7310036133268,41.5592310435125,41.2733751678555,41.4736087879078
1005,1005,80,41.5417767096989,42.2091808704258,41.73719545276,38.8341688217123,39.3713077621261,41.2134888638355,39.6556430459284,40.1349406446449,40.2331107377984,40.8360781564523,41.2279416701301,39.371070083477,41.8455805839918,40.3268969441593,40.6729209876476,41.9108640117233,42.1122685130816,42.0928657247231,40.036803494906,39.3427122262224,39.8721704721828
1006,1006,276,34.6265107985482,35.2573265602902,35.1696909624236,35.3637795813159,34.2712599466582,34.7794405308523,35.0835775544607,35.4590125209379,34.9131807622356,34.9933677727824,34.3649456166709,34.9661044721875,34.7594392620359,33.9984353948472,34.8546891634385,35.168024500176,35.6455672226447,35.4453694128571,35.3001570506779,34.9482166196045,34.3548329184771
1007,1007,97,33.9663756205775,32.8918001307501,33.5426148275868,35.7619555017177,36.112134339538,35.6772397246608,34.5488791180351,35.5200445758734,35.1010645451456,33.3349746536292,34.2803697162234,34.1527229402887,35.7815742233105,35.3767098007424,34.9622133148077,32.6991711988423,32.4419772695384,32.7990045821033,35.9049606648635,36.2776054778518,36.1785682401694
1008,1008,70,38.3832245189776,39.642660773364,38.0564311796041,36.3068685862738,37.1162866065265,37.8752992252206,37.8518931480618,36.6783315244313,36.5271081226041,39.114731124404,39.2404246698368,38.5288874293071,37.649356696286,37.6521717622963,37.5773403317858,39.6586851510238,39.5954547697835,40.102484219529,36.3411767044429,36.2955741402259,36.4002963256111
