precursor,peptide,protein,batch1_group1_rep1,batch1_group3_rep1,batch1_group1_rep2,batch1_group3_rep2,batch1_group1_rep3,batch1_group3_rep3,batch2_group1_rep1,batch2_group2_rep1,batch2_group1_rep2,batch2_group2_rep2,batch2_group1_rep3,batch2_group2_rep3,batch3_group1_rep1,batch3_group2_rep1,batch3_group3_rep1,batch3_group1_rep2,batch3_group2_rep2,batch3_group3_rep2,batch3_group1_rep3,batch3_group2_rep3,batch3_group3_rep3
1,1,1,1.8787005217974,2.47481367275671,3.47677756940655,3.38621978405926,1.32646985574986,1.91659183104263,1.4084120342152,5.19441059402398,1.82142345681652,3.88340023439405,2.91502818788618,5.38385969238261,2.16795210362263,4.00710505295956,2.12663033124203,2.70204932511131,5.44920967136655,1.91485441453108,2.95020771632335,3.47108001187168,2.90535822610622
2,2,2,-1.39411883204147,-2.46745811457245,-0.327025536739067,-2.45884382662202,-2.11887006569219,-2.30066705984394,-2.58944342191543,0.1026213451842,-2.73745725272263,0.769299193472981,-0.811048147850007,-0.15452136688155,-3.03140680526509,-0.481011446366879,-2.59742920843377,-0.719342285305563,-0.305382675729968,-2.74956073958084,-1.28093369951567,0.0260269247619302,0.127799293685559
3,3,3,-1.25856818382379,-0.541533905231099,0.403143139359946,0.212758704961548,-0.363188450023944,-0.0467416927991467,-0.460224723825073,1.08928843656338,0.5391085905106,0.294529174900278,-1.25028193973891,1.44328075854019,-1.80347942045407,0.341558334764961,1.33228806719869,0.44343881943613,1.87424359039116,-0.689883915858779,-0.667812137633486,1.30769320387649,-0.12293418496411
4,4,4,2.5978943773106,2.09450663831753,3.20191028454215,0.975725258190874,3.21377675188128,2.69757203614158,1.37652699287741,4.79732408062902,2.11752539741186,4.62558059457282,3.36696834792697,3.60589008332276,2.45153430000556,5.7805632926294,2.46715385419722,2.38963618536681,3.03232980858143,1.82103749782219,2.71081569502374,2.78481776074843,3.48948449409561
5,5,5,-0.123109170045096,-0.00271862766057651,0.640013487622821,0.879316733588445,-0.00646327316703244,0.905136946412025,1.40816970216871,1.35846690868786,-0.131524159196352,1.47665096026635,-0.975309773891103,2.34949382504918,0.10389659475746,1.34144509857856,0.512394852371234,0.823468561937872,0.979536588834755,-0.501632368400211,0.517534874185976,2.27346666691958,1.09552677328069
6,6,6,-0.206033333954728,-0.660208554177532,-0.244449430600846,0.398133545097388,-0.578753440398438,0.0509760725990436,-0.618155126862017,0.721674514823275,-0.322337756417615,1.30866995853576,-0.346086718882612,2.34992736170237,0.496323862633454,1.26388097445951,0.401528798108087,-0.235658274987342,1.59146747314831,-0.903874911457239,-0.61013071327281,0.456691841485523,-0.281280540558882
7,7,7,0.396958344539886,0.607075366892933,1.87838327789338,1.92139841362526,1.49819227583042,1.66637780032673,1.22062775764159,3.72681389733211,2.11363446592171,2.53983830013074,0.400648527866131,2.58278977397089,0.738921043740314,2.86900212191025,2.6144372027035,1.10423306882322,2.53724341321294,0.504145014665149,0.624414340758247,4.0366647389202,1.56271161198305
8,8,8,2.11310903946759,1.37755488988385,2.3786395713503,2.389443454528,2.30408918437322,2.33648833237975,2.65570538196842,2.51554240663724,2.58567603665519,2.22564318763772,2.57632593208033,4.23448774523597,1.73711754640924,4.12901898873308,1.46333912684523,2.67615615209236,2.88170863221298,1.26418559650731,2.96506998425943,3.12095898227343,2.6937838633748
9,9,9,5.84075827596731,4.82723755311677,5.4892685896477,5.52453508221632,4.40607241833857,5.14612901889036,4.51519506774868,5.90766269973503,4.33348932694496,6.17639519773771,6.04554232239771,6.60101902668614,4.7357844483021,5.83466980114154,5.76044847649867,5.56220566925118,5.30218064176784,3.61065928249883,4.77430962527054,6.81209553813527,7.17760869716323
10,10,10,1.7456601463243,1.80192085676173,2.67679643002019,2.44923570814893,1.3531360296004,3.48339074873804,1.88183302310497,3.44252670948079,2.30863807286602,3.58722692964148,2.47961617039066,2.03683150405216,3.10869490026141,3.26317458320952,2.40111949641022,2.49480169330716,3.01728837035269,2.14776014393319,1.61599857514814,3.13762755083905,2.06149748509894
