peptide,protein,batch1_group1_rep1,batch1_group2_rep1,batch1_group3_rep1,batch1_group1_rep2,batch1_group2_rep2,batch1_group3_rep2,batch1_group1_rep3,batch1_group2_rep3,batch1_group3_rep3,batch2_group1_rep1,batch2_group2_rep1,batch2_group3_rep1,batch2_group1_rep2,batch2_group2_rep2,batch2_group3_rep2,batch2_group1_rep3,batch2_group2_rep3,batch2_group3_rep3,batch3_group1_rep1,batch3_group2_rep1,batch3_group3_rep1,batch3_group1_rep2,batch3_group2_rep2,batch3_group3_rep2,batch3_group1_rep3,batch3_group2_rep3,batch3_group3_rep3
1,1,0.562312300022611,2.68805323103118,-0.776273389751826,-0.153013347597605,1.75194950124621,0.340744069406163,-0.409298952425006,2.36655068477255,-0.314203540073568,-0.17606680018519,2.67655193157697,-0.814160706540335,-0.256671798451624,1.79137937859998,-0.104558622155326,0.432738598636813,3.16742998372373,-1.9443995298307,-0.281788580606095,2.4434054269042,-0.804016680248868,0.278187490411428,2.59690409582547,-0.815922270987472,0.00360109019466837,1.36189936169192,-0.293761330068698
10,10,0.446506037763645,-0.0312007296839942,-0.136716839438196,-0.211862696795272,1.36240882268054,-0.360022703587704,-0.234643340968374,0.36294475730038,0.107411598538265,-0.814144930919254,0.556733943098703,-1.7597816031061,0.236659275552508,0.873349057667109,-1.03100808954119,0.577485655366747,0.0540942716720605,-1.14641708483327,0.248505048838872,0.226547921793068,-0.688860893857203,-0.209730029710006,0.75020346842724,-0.584904985831606,-0.0387750191288676,0.472799153326384,-0.0725846710693308
100,100,0.515527739242611,-2.82789069686503,-2.45201310400733,-1.0698444119935,-2.56954987005029,-2.63386047259884,0.554316672750893,-2.80330575698445,-2.31959500990047,-0.69109405909929,-2.40476255834513,-2.81929169402563,0.331306764313277,-4.21633741038562,-2.05086979512153,0.359787294786014,-3.16452154355447,-3.3525792725914,-0.500179148098228,-1.62248740632793,-1.7759655109032,0.531062839606793,-1.38293355120736,-2.43708523203571,-0.0308836915085649,-2.63114598196602,-0.790554378603331
1000,186,0.273915194007479,0.343526226690642,-1.20209079839076,-0.478251974356639,-0.355516946534426,-0.684276283488869,0.204336780349159,0.915744430748816,0.623860678762601,-0.604355068453522,0.220654857660436,-1.19184263537307,1.11431866341754,-0.791217298077358,-0.530310492382059,-0.50996359496402,0.362315311994895,-3.06280336998183,-0.431202544898994,-1.38853339491,-0.782046560401268,-0.0346569037640729,-0.244139237783624,0.596367493103128,0.465859448663068,-0.527146865572882,0.548053682782401
1001,282,-0.0452796922899226,-0.528733362630358,-0.817098606256162,0.306918356787361,-1.01627191444773,-0.13553503948477,-0.261638664497438,0.662670893924215,-0.425073330509102,-0.691521124604457,0.635004031465903,0.263524121450101,0.327503399553109,-0.136740722247591,0.195178252641307,0.364017725051348,0.159535129275562,-0.347929769261365,-0.444693121672395,-0.477809836428599,-0.115645559545269,0.821181413340228,-0.713550600393528,-0.550589025678873,-0.376488291667833,-0.0769371562335819,0.444782571097501
1002,150,2.20782888937055,-0.233544204527593,-0.338388678441795,-0.803930157680974,-0.65107562760546,-0.0118523736283036,-1.40389873168957,0.473877020236681,0.632013480500565,-0.49883113870639,0.472465051512471,-0.394422518252332,-0.562554345946823,-0.344530789797725,-1.10869701038683,1.06138548465321,-0.51423613848347,-2.050754403224,0.757813435038004,0.661571717948199,-0.699860600067869,-0.449214761893272,-0.489909954725127,-0.389062938282974,-0.308598673144732,-1.47784302771838,0.237434736091902
1003,164,-1.06845014135952,-0.143497659378258,0.556875173162241,0.20527226785886,0.966952549450374,0.49336088492033,0.863177873500662,0.474762031117713,1.075099765633,-0.70713433556019,-0.45742234802163,-1.74193924286883,0.180105156126377,-1.39014476833673,-0.183519527546826,0.527029179433814,0.732087853842129,0.293109677346702,0.01356599259397,-0.276310956039331,0.00372374442949708,0.288382745411595,1.31265806575334,0.732681609138993,-0.301948738005565,1.58590544270328,0.978821104720169
1004,124,-0.0140661676748879,-0.768055148184425,-0.442080922266727,0.461668325666095,0.400549262941407,-0.560312233114637,-0.447602157991207,-0.342428370143152,-0.165783405326668,-0.38236091129969,-0.433386224030029,-0.851629745158034,-0.0224082207277245,-0.163464496556723,-1.43654879179583,0.404769132027416,-1.10500665411227,-1.8641277076277,-0.828586743635062,-0.919450439362766,-0.0349998343138358,0.110114146490562,-0.301142180150594,0.167527596015962,0.718472597144499,0.0466569504614522,-0.331172627174467
1005,80,0.305346238559746,0.70566376490001,-3.0051205629709,-0.337741964577273,1.47593309384174,-2.7936644839515,0.0323957260175263,0.414210582664579,-2.18007899501604,-0.274666146181856,0.350132723917804,-3.1383539156673,-0.00811071733739066,1.33897976983001,-1.88593902647919,0.282776863519246,1.71662004347066,-3.17692718401436,-0.207948369378728,2.39674046629487,-0.964221876442102,0.127843407911494,1.25628449572824,-1.7643925154592,0.0801049614672333,1.27741581222329,-1.04819100875103
1006,276,-0.445839519160755,-0.78668381988849,0.312981573010008,0.606027413038729,-1.03790976398506,-1.2901428151861,-0.160187893877973,-1.38028771678162,-0.396030414305732,-0.504226638303958,0.0125385368032021,-0.2041480191582,0.755261788583411,-0.899052306867692,-0.50798893861859,-0.251035150279453,-0.843280969463137,-1.36367573344497,0.387589497201405,0.340420391562499,0.363652532911032,-0.962395417276272,0.683062650935374,0.716486012302229,0.574805920074867,0.11664080952842,-1.0958681623906
1007,97,1.14275764490138,-2.93920588524506,1.86629009311644,-1.33197178223804,-2.40964405083073,2.56035018106763,0.189214137336659,-2.75566170364149,2.307376052056,-0.684458370962857,-2.6882267402948,1.9959415496092,0.421859898760109,-1.04442108862019,3.38546982905651,0.262598472202748,-1.75639786264524,1.89359718188284,-0.337976026478827,-3.24873981944353,1.2172200405503,0.378208622220093,-3.39645391097956,1.43479737125309,-0.0402325957412659,-3.29496790650221,1.77967741360707
1008,70,-0.117786593960822,2.38439678377654,-2.27459414870996,-0.204159908277739,2.53804491118337,-1.09466170002707,0.321946502238561,2.85510747418061,-0.557208880649401,-0.31599365358249,2.27255748246107,-2.69244283161783,-0.157349129339723,2.18110624705907,-2.14035392108513,0.473342782922214,2.37432560050483,-3.3350094973055,0.740883176891273,1.95711751681107,-2.230562591288,-0.354801412119206,1.70296490771454,-3.02355511493531,-0.386081764772066,2.20201721258689,-2.78500999374113
1009,7,0.246967139660979,1.98509047241974,0.0157607755142393,-0.556184182374838,1.27824685014127,0.619669021024331,0.309217042713859,1.36072375816322,-0.576856174454703,-0.202592590765158,0.395400366316905,-1.6117910781446,-0.51156777077079,-0.0282298099487921,-1.30875472257019,0.714160361535948,0.792629079380663,-2.66141957409437,0.0566869708981708,1.69569761607717,-0.0338263391481037,0.170790341038594,0.418444989135339,-0.501589032652705,-0.227477311936766,0.995454099159687,0.507133994014569
101,101,-0.574247222424121,-3.75896302584376,-1.57202124393716,0.821330824130561,-2.99621599282063,-1.94955683388287,-0.24708360170644,-3.38940967858108,-1.4968768718849,-0.94073768185629,-3.70823581015703,-1.92435954639383,0.150750763527377,-2.90103573027353,-2.01095455060583,0.789986918328914,-3.05670516430077,-2.6926986736201,0.358316085276005,-0.2786219183331,-1.94553071839007,-0.0647838848362738,-3.15895486569453,-2.26625361717307,-0.293532200439732,-3.95137625205018,-1.1849244746166
1010,45,0.410435116949812,-1.79316091874232,-3.27267049377623,-0.0782275898611055,-0.785103631204894,-3.29745458282074,-0.332207527088706,0.0912820420299473,-3.58333342417607,-0.551653145903455,-0.174522289983398,-2.3876056515022,1.38257405461101,-0.13800941100529,-2.39762735761909,-0.830920908707553,0.165808369385263,-3.25715997427017,-0.630742282137295,-0.1516196592285,-3.90714456041777,0.623332618288528,-0.424546611736928,-1.49233684621127,0.00740966384876685,-0.26866916619958,-2.9024870106855
1011,38,-0.422634707213154,-2.05491664761619,-2.5008242125759,-1.01761497050957,-2.02396347280676,-3.0919261578375,1.44024967772273,-1.28577880931352,-2.61171580290613,-0.742671574173156,-0.264692807551898,-4.0611826647062,0.986470742284309,-1.01339120137829,-2.53862487582539,-0.243799168111153,-1.13575788051054,-4.07214506597127,0.226238842782506,0.629817276353002,-3.53168545107017,-1.32187373727147,-1.14950318967173,-3.73484912950067,1.09563489448897,-0.19431021701428,-4.4737070665891
1012,178,-0.166849291823855,-0.153147665087694,-0.755497643938995,0.393011029250128,-0.55196785941166,-0.173364513642102,-0.226161737426274,-0.262304742338121,0.371213524510864,-0.0471607016875901,-0.37491536167543,-1.01223200704074,0.120236971948775,-0.921145346378328,-0.606857310956927,-0.0730762702611854,-1.04816020671657,-1.5953654535567,-0.155171027248863,0.703768638034632,0.121588595426563,0.767972822937462,-0.526014594985194,0.0231123732255618,-0.612801795688599,0.131064337835651,0.0495396300094351
