precursor,peptide,protein,batch1_group1_rep1,batch1_group1_rep2,batch1_group1_rep3,batch1_group2_rep1,batch1_group2_rep2,batch1_group2_rep3,batch1_group3_rep1,batch1_group3_rep2,batch1_group3_rep3,batch2_group1_rep1,batch2_group1_rep2,batch2_group1_rep3,batch2_group2_rep1,batch2_group2_rep2,batch2_group2_rep3,batch2_group3_rep1,batch2_group3_rep2,batch2_group3_rep3,batch3_group1_rep1,batch3_group1_rep2,batch3_group1_rep3,batch3_group2_rep1,batch3_group2_rep2,batch3_group2_rep3,batch3_group3_rep1,batch3_group3_rep2,batch3_group3_rep3
1,1,1,39.8301834526195,39.5658387498722,38.6832232711945,41.0149155648713,42.4728157283487,40.2963906059204,38.2866792442282,40.6329265311002,39.2459063848274,39.7226899231758,39.0950451312635,39.7124124236061,42.1090970052689,41.0660218629191,41.5330284882071,38.8145545879773,39.7450420905691,38.4439200380811,38.6514154292009,40.3941511961314,39.7105350359532,41.0627521124387,41.5145417033139,41.1904273970306,39.0830117451209,37.1940962194381,39.3501860475744
10,10,10,36.9541293824007,38.0917336037908,36.5443501120548,38.2002861780194,40.3123019558713,37.5660515258956,36.926458489452,38.6672284518451,38.057359760509,39.2342774279768,37.0260815216078,38.9135929079365,38.9848484948645,38.3599330399664,38.3122337706454,36.5607442138645,36.8300520997639,37.4159313376279,37.8902727276819,39.2692308421729,36.5144629272402,38.1233393302477,38.7654888680493,39.1906585712373,37.7440998466624,36.4501370448214,38.7696676836265
100,100,100,38.3614992047975,36.5993503649752,37.9709855914043,35.982482123443,34.7421444112886,36.1251445093363,37.1376041688533,34.8481611892641,38.1014998082674,34.3672935409035,38.8809410875586,36.0905368164224,34.6299557202358,35.1714951216741,34.8449207716208,36.8178268519918,36.5062420079785,36.8799002748769,37.8503907902441,36.0050636190266,38.4222136729014,36.5143337375337,35.8514554380195,34.988574097319,35.3956937179745,36.8411405639408,34.1386557530641
1000,1000,186,34.3039942731757,50.2075075398266,46.8257211690414,41.6622305668836,57.1227563634025,38.5567597701506,46.2283300942312,52.1221643445496,30.5827588365581,26.6672352088094,26.0247440301165,31.1563706164751,27.1462985729072,24.6460707180004,35.7144895919703,25.4636150756275,24.9320336675956,28.2756761220779,30.2247756545594,17.280186667799,15.2820465399961,28.4115964152591,14.1147642321315,21.8209489521428,22.8039556608604,7.63558222498967,29.4451424450624
1001,1001,282,29.1889257515027,28.8620406390062,28.7746850041816,28.7681691073591,27.8051420741503,29.0061081711374,27.8765532932246,28.976727065446,27.8568353354568,23.737173540023,28.1095314432473,25.7861758152456,26.8197111131113,26.6509117618102,24.5621035833928,29.1915457607459,27.5307086830103,25.2807815562695,24.6813015148814,24.3028739036296,25.4390011985526,25.7706806566125,25.8538121896255,26.457214225053,24.0405578648401,25.1332983192353,25.6181215363366
1002,1002,150,48.4609720134348,48.070573588494,42.9460578860338,47.0710728274594,48.0100523750295,42.65563172196,48.8839284923452,47.1183406860838,42.9326409069904,47.5234481515999,43.7042308036116,45.47819608153,47.4942815596403,43.738057336192,43.9792804936731,46.2719733069342,44.1922828080801,44.8597618184239,44.8350513587635,43.5029059531476,48.3896735788686,47.3194787747189,44.3564190275332,48.2460777403443,45.2012498367928,46.1589202322072,48.1954335726869
1003,1003,164,33.7705891459268,45.2213570207224,47.7197989961845,38.0714312202786,52.4026013816436,41.8255162962068,41.8991539774913,49.8207814046137,36.0450645311801,37.315776639406,36.6362462820543,44.8131256348677,38.2445545421128,36.3104705562974,48.5496596810692,36.5435631293206,38.2514385998902,44.0265233353873,35.1212586925614,24.9110792893506,18.593997183209,33.7270965847255,24.0390980130058,26.783594711178,27.8077689841388,15.3307256996737,30.7267328120399
1004,1004,124,39.1281695417501,45.9663811677353,46.1024581406258,39.852300079254,49.496640600159,42.104964783284,43.0558105735943,47.3913134940864,39.3600357829684,40.5562642812452,37.2994993909088,41.7054269186257,39.1370054072275,37.2101226072875,43.5955246851496,37.9837937646272,36.9113695488348,40.7003900284484,41.0944317111608,36.6291666575742,35.2968320746356,40.8037519696969,35.7240001024011,38.2056760873975,39.0628895421713,31.1422087104834,39.6074975554851
1005,1005,80,36.2028978847044,38.7459895504964,39.9508617317156,37.1903018088333,42.6033024729332,38.6220675201601,33.2559253112173,38.0682211323713,32.327906817819,28.5921568275536,31.667911563913,34.6258766328747,29.8490093862667,33.7790835353621,37.2953726688587,28.6236599689896,31.2038597770503,30.2012382646542,36.837933571901,31.7853402392246,28.3990654658484,37.2929028948044,32.3617465727764,34.3356451192283,32.1426346084978,23.4406296301383,33.3751858271675
1006,1006,276,38.3978717669422,43.0329109176057,41.7484541499723,40.050805791086,44.7335281555923,37.1694561081162,41.9801574465682,43.263532356071,34.5540868052495,34.9372271523397,34.6845250453923,36.3199857507679,36.2010625448767,32.1815042540478,39.2716468303645,36.6235346781959,33.0906020878958,37.9467840576318,34.6775917414545,30.3293873907627,30.2168644436525,35.1252327363399,32.0761612982879,33.3596545151988,33.0949056824596,28.5392102176316,34.7817769801805
1007,1007,97,52.7856297427498,51.0064965795776,44.6344291508722,49.7674854650554,45.7126989314176,40.3800970683655,56.647883456105,48.8438841445726,46.2160601124077,42.3966633951792,38.492841570738,37.3512813914231,37.2258899938608,36.2412457020729,34.671506005915,41.2061443304201,41.7607739002995,42.3354429743463,44.6447120747273,45.7589918402852,50.0900791024751,42.9126197733685,42.1407390598315,47.5982408967606,46.684084049805,49.5875808559764,52.0799470821655
1008,1008,70,30.7803136817301,20.3976387621551,23.9145430849344,29.1755681518443,20.4163060431752,33.3363275901585,19.2531494735882,20.0751727971487,33.0300342180267,29.5673818595207,36.7647964819356,31.0556516014351,33.44854275728,38.8780025804129,33.5273136382536,33.0788215543061,33.9686220611316,31.4619865711881,35.7564744814109,40.8053481762255,39.8961173322311,37.2465620509634,45.8222217813923,39.7564342809364,35.188618106702,42.2362425092195,31.186039624575
1009,1009,7,25.4089061006755,13.9390990983323,16.5788159865625,25.7240146355024,11.058081242991,22.8179169036095,18.705611428957,14.3435294630283,27.5984582204673,28.4832786794095,34.2154648390542,29.8780280361258,30.8588336041297,35.0955911286002,28.3675066526686,32.1033619770589,33.8207585050757,28.0035668192142,29.968827100662,37.1731151874302,37.7333901470361,32.1380268323817,39.1235955047619,33.5499137548035,33.6144362484088,41.0711678040703,30.5020401932152
101,101,101,37.1549996907707,38.9422454681151,37.7381561246439,35.8547760302027,34.736022041809,36.1813620533015,38.4886528754645,35.9223166920381,38.625395860256,36.6597126238518,38.583929989961,37.1490213573227,33.8303403650945,36.4730752109607,35.5914057019449,37.4548799407402,36.6237447234882,37.9014950390221,38.4749066369949,36.89579847596,39.2653071886162,37.957778800264,35.4575220708625,34.7718073440141,35.8954867931698,37.9439276718379,35.6545729627867
1010,1010,45,32.8033528964785,35.8433919750046,34.36840829776,32.4420322867358,38.1606265000121,32.3460667336802,31.574947616477,34.1032288241083,26.9492996235579,30.5020520835636,29.5535649058512,29.7836503792248,30.887503933083,28.1386146958158,34.5583856465686,29.4179251942976,26.8311267618333,31.7243612601224,31.0645824848175,31.7613566655173,33.3839942793189,33.7467276476792,32.0921528138648,34.3250986092608,28.9903152300601,30.7769333726632,30.1660706403398
1011,1011,38,38.8645813768085,21.6995367520328,24.3931573533088,33.2370930836365,14.9516132555372,27.964624524282,26.2399860422254,17.1498352897647,31.7453392706742,27.7811735170874,35.8500853817903,26.3507548538084,29.6240630520309,32.0597331333834,26.3216801142405,31.4904644107698,30.0670363679544,28.4928303611779,38.6030585920764,48.6620685314794,52.4173453464754,39.962010639971,52.1132603426306,46.7446386318338,41.5738381257706,55.0658071671563,39.1514999124839
1012,1012,178,41.0062231014601,27.3193080277384,27.7984700423492,36.5991756307759,19.2137336426293,33.7457627386091,31.3499690360709,24.7110654247971,42.9076738732083,35.7869527875483,39.3092885343207,30.5775078643229,36.8301224262191,37.6874535573101,26.8827686053431,40.0551056853337,37.830127246734,31.7810845889908,39.3020683443523,51.4875014737152,56.6180974804166,42.3065200905374,53.3960110269251,51.2055428666988,47.0757006253259,61.3750121150001,43.7099597006136
1013,1013,79,33.1649999265162,28.7338808810694,31.8419905887449,33.9457664962967,29.9756530252511,34.2194041714043,30.4105795308481,28.884609016172,32.3652226400174,32.5744103734993,34.7387735021862,31.7931543417416,32.3384565920692,34.8773119473343,34.5983352518416,33.4164858467065,31.6493112592822,32.5595653775889,31.1373223422095,35.0458419943115,33.4659456752273,33.7196189023832,36.8968651185235,33.0961718181995,31.6491179619169,34.2469001614719,30.4999289229271
1014,1014,112,39.4919926722189,37.4165777696838,37.573395764275,38.0018104665121,35.7003590615716,36.271998535177,36.954303205729,37.7448567443579,36.8029396310825,40.1321228488388,40.8025796720395,37.8797878947862,38.8863969562108,36.9522126390807,37.598970029884,40.0441671756694,36.6484993950209,40.5597426048073,42.1106472939088,44.1632401464906,45.2124579711382,41.2591786242207,43.1172134554698,43.0361564745353,41.8422013867405,44.1978362501813,41.134902374323
1015,1015,57,47.7006764152065,57.1833386168511,54.663997292944,54.2326712498797,64.990772878367,47.9549005498615,57.5319152908616,60.9305166416339,43.0899531183267,39.0465898827025,37.8523175105384,44.777187668253,41.1898478323205,39.9241283914128,47.6032662673828,41.4921155157602,40.5061346097321,43.9687616772058,39.3949776569734,27.4271730499135,25.4567783536571,38.7801055002825,27.2731737329777,33.2643651387053,32.5290621828435,21.4255960382076,42.5909181058843
1016,1016,174,35.4218105681249,37.6489527496706,40.0782780603767,36.1365266267551,39.7862079492501,37.9501916488179,37.6031695111681,39.8745238554441,37.4920470742611,36.5083359169291,35.944315492113,39.077168797589,36.3931170580006,36.7672241902818,38.3308442300178,36.5359754477255,36.7785352907356,37.6428150031226,36.1945219000024,32.9994765934049,30.564337463493,35.9476758815895,31.8936167809097,34.021003109296,35.2128809492121,28.0444269271663,35.2939534799627
1017,1017,172,37.7741895736035,34.2376407504268,31.849888801645,37.0356403929028,32.5813625013819,32.6171363048019,35.3144759019935,33.8039129226444,34.6342001300963,34.1627803875791,33.9870970990972,31.6506472241693,33.1920141628716,33.39204256735,30.8062898960015,34.4942003477509,34.0136907463456,32.5644867638583,33.1113500838671,35.5143655703839,37.9519574099981,34.3034037039915,35.2209468205501,37.4416023228841,34.5791861375092,38.7086882670005,35.2920312203759
1018,1018,236,33.1871259347827,37.9480600058768,37.9211965547676,34.5763958715679,38.4602333502076,36.0940782144207,37.8275168518502,38.3161824619314,35.938641019656,33.8337395922221,30.9769022962146,33.8581639900137,32.2722993066692,32.0083132022076,37.0101641884678,31.8229567605845,31.9737834770612,33.5142796751808,34.7858533160446,32.4175220515764,31.8859031165084,34.5063678985164,32.5555620172443,34.6545507406881,32.671238539832,31.6054295546245,32.4535112825715
