protein,batch1_group1_rep1,batch1_group1_rep2,batch1_group1_rep3,batch1_group3_rep1,batch1_group3_rep2,batch1_group3_rep3,batch2_group1_rep1,batch2_group1_rep2,batch2_group1_rep3,batch2_group2_rep1,batch2_group2_rep2,batch2_group2_rep3,batch3_group1_rep1,batch3_group1_rep2,batch3_group1_rep3,batch3_group2_rep1,batch3_group2_rep2,batch3_group2_rep3,batch3_group3_rep1,batch3_group3_rep2,batch3_group3_rep3
1,0.841568470952229,1.6856118756968,0.778580920822587,0.510148144731137,1.06550675317007,1.36785948053511,1.06731098969625,1.01812208947423,1.23248173453515,3.54682727250266,3.2487515265467,4.35986040928586,1.116371505828,1.34127856913171,0.900511849019167,4.51267952323702,4.20968069708119,3.98707700155325,0.966385564655068,0.78243596262587,1.26236598964246
2,1.13467548509021,1.18125265226068,1.20333927832996,0.5262569652941,0.710041592206016,1.27693827831849,1.27453250116107,1.12750521958886,1.11575385548476,3.07900953476903,2.4703005246945,2.87962898657513,1.05318843494007,1.47060932724669,1.03440942542587,2.53529522368172,2.40418236516888,2.25961404691829,1.09085314267936,0.38939619903168,0.981346327479265
3,1.45958889208598,1.59279019260238,1.20831396328994,0.885279956163796,1.00778954602865,1.60641002331046,1.33182271188551,1.4997611149616,1.44036060926642,2.65952404580573,2.4026374430842,2.70577842019482,1.23628952865007,1.76317703776783,1.28361715408138,2.71184943841523,3.12083054976394,2.49990473570516,1.90233501909573,0.608147806427432,1.77487868509517
4,1.02041884577469,1.22643247596953,1.04283755768433,0.582041413224366,0.430962737329892,1.30983062202956,1.04492113066237,1.08298179855312,1.19957258991754,3.12406568968699,2.42898660010959,2.11479073137457,1.09592411367976,1.47121174172846,0.703708788665839,2.99993841380398,2.70350680316824,2.77472837699402,1.46577907064595,0.624124117946131,1.52947043531542
5,0.469785239323654,0.883275500438099,0.753918458213389,0.569998321359524,0.998065583940867,0.747270779367704,0.791936513646645,0.454472903359649,0.980733650448162,2.14467916459222,1.62221054240622,2.08988249022557,0.237404586557083,1.01106991481947,0.827850681152408,1.50828887277769,1.57578793973459,2.50601951969251,0.374614511832034,-0.183257549501285,0.863631386104791
6,1.15030095105659,1.41885924966774,1.13685235419377,0.866760939602974,1.37859519857214,1.30218247251473,1.04839211664174,1.33704846648572,1.26047190004756,2.43486204914649,2.38925269991256,2.47703122430656,1.30401733422053,1.50426122923913,0.964548275222031,2.66920220827314,2.85959008821709,2.65422789204765,1.46281368275882,0.479363799773657,1.36000278972131
7,1.07343211120419,1.57418838123553,1.24319959942968,0.821200184024201,1.20542814981982,1.34959243227892,1.15052382355246,1.44288676176248,1.3301566206536,2.43540353724405,2.1992773845497,2.42558566515585,1.28985158541348,1.45123724310424,1.13569748640897,2.91912203401413,2.62814431517909,2.67307714209522,1.54901382165888,0.824841268229381,1.34604102870357
8,0.51606744117979,1.23100133624443,0.899807209705366,0.343492684464674,0.761014563511405,0.51552857627831,0.71788417808667,1.01551288576745,0.969315352796221,1.12993403769894,1.03700080244633,1.50068412949032,0.525853787129082,1.40561899349327,0.551084931189215,1.86932566027707,1.97479561891958,1.75354082118092,0.860356389660787,0.241435792257741,1.15153103043833
9,0.778664013375995,1.4369610013808,1.03689813043338,0.989723976038852,1.27785087794788,1.07535808933872,1.17400656725174,1.04313001947332,1.19799220181787,2.79981285616108,2.27309506255718,2.58112739586407,0.853183757507187,1.44941923372208,1.03899325288635,2.78392008545773,2.80567038796776,2.61678021384381,1.3285049164676,0.11681524866007,1.44574525007473
10,1.56747888647756,1.34948265501621,1.10555152545803,0.99510194432463,1.49784946867571,1.53122798351901,1.40541437959448,1.34920848342152,1.24270940261592,2.26754829998037,2.37725599798664,2.22292589764351,1.25866689456851,1.50222064140793,1.16127548216187,2.59722848798469,2.70174979648602,2.44649618797435,1.25112287756692,0.728818188232637,1.6787365844144
11,1.23419815303949,1.16592494513013,0.686850203462001,-0.11496641138653,0.429473972987551,0.774623699428893,1.13345865200481,0.578298842299429,1.36004970324449,2.20523560080539,1.22428563859433,1.78617504383952,1.01627895873077,1.16949601360011,0.822114701158708,1.80963494737189,2.31113252403478,1.28662086673984,1.58326946254939,0.322335291923709,0.771718068401728
12,0.998885641538351,0.800995016600367,1.17128373007849,0.590684907769792,1.32608431640334,1.16553468362306,1.1124094244703,0.809355712236093,0.998304398647756,2.42169881037249,2.88197728954506,1.89084516637997,0.854280600319233,1.36093977585606,0.736700906453106,2.40560826124682,2.76524532285846,2.63930374140639,1.36071709746819,0.797586512451925,1.22637783428414
13,1.14448966835848,0.988568565207698,0.860692031008283,0.13579833729521,1.45058118721492,1.33744058169189,0.854145274010662,1.01596660704744,1.24464898387126,2.38137822753212,2.22565395873264,2.14233677594174,0.879456472422078,1.23757312638568,0.913801916928736,2.76339633461386,2.62139429723357,3.17753450690536,1.66278918522505,1.06382912836102,1.34960525566955
14,1.08133141889649,1.17447338430207,1.51814277482357,0.520248244053588,1.27012936449053,0.77930129619847,1.13549372044812,1.4170650282341,1.23749402012793,3.2978851999159,3.10226821201003,2.90211871117133,1.32153631084685,1.62724686359417,0.871464426615593,3.57443711395406,3.49868378446846,3.15106921655914,1.27496909663441,0.774548099040117,1.5725117255015
15,1.15762380483367,1.10049459262713,0.913742803295149,0.165558246229328,0.709921352495842,0.904961080922113,1.06829884000411,1.09363179961549,0.907883255121958,2.21779129114896,2.06520057977131,1.96844536195889,1.0185181650944,1.06686775181486,0.9146841192409,2.62600222708337,2.83947889237937,2.83171431197762,1.32967103330644,0.618610567478734,0.90088071081131
16,0.972127390610526,1.25886476235206,0.917332943455576,0.974411937989453,0.60266641449206,1.02457865054531,0.817600904886043,1.11646218546223,1.30528499454231,-0.603193383729592,-1.02441041537885,-1.08578993461931,0.915077127342909,1.40555335519725,0.936563192967571,-0.964668541828634,-0.547664629926978,-0.53269913858086,1.02605164953874,0.246682850063778,0.872172712466395
17,1.13823677872998,1.47756448099512,0.638352014799263,0.662226357714961,1.19062064679848,1.16058268692301,1.38793074470663,1.03980835102792,1.04992434577057,-0.874796688151491,-1.06008177123459,-1.01828854376555,1.01510925204242,1.52780255451269,0.927760012436001,-0.741569612066514,-0.573781613875549,-0.421983360522312,1.50710024283973,0.995506089884111,1.65986547085076
18,0.518516191685349,1.11477982363139,1.44449749640706,0.790872225875633,1.21477766559284,1.07177203870055,0.862164239010686,1.31869472155267,0.927033642990046,-0.985697402320285,-1.32005080721097,-1.57618239477164,0.642040836443132,1.50189462230087,1.00971011776872,-1.59992625361033,-1.4515259656288,-1.50381119920452,1.16435995775765,0.365527560242922,1.43939547493728
19,1.39165977399852,1.34933115405983,0.86923229568124,0.905243457989193,1.26913957089372,1.56129194094123,1.39230859292555,1.00565312089047,1.128275710058,-1.48653806721017,-1.10604161251563,-1.28149661216204,0.953849093323419,1.17092574551645,1.26609134888566,-0.330971913147126,-0.430144185368655,-0.612371672674993,1.51599079418602,0.659420530460366,0.963409303667223
20,1.30892312490789,1.18775369996148,1.28298494010882,0.442226374246687,0.780974953801194,1.16313697802942,1.16264661765948,1.29034662803271,1.14428485131652,-0.467882261793298,-0.409731411087894,-0.445386915127806,1.3015642265272,1.49030682923926,0.821588373484583,0.208683581485096,0.133219231941575,0.277157441922724,1.51994598673949,0.654811494811078,1.63951430444176
21,1.08342620511132,1.47448420578437,1.37011667004286,0.557517742787369,1.14564289325471,1.37617922713912,1.30631505026895,1.35147903255267,1.24769187406018,0.444735106446737,0.171293081649169,0.37050816410899,1.38855546347243,1.54342693855824,0.873229879881368,0.17284397448443,0.690803209287797,0.192555398263277,1.23688826709189,0.626126846808771,1.20865855378528
22,1.39069507071371,1.61223584384459,1.18307009024721,1.27887622152565,1.43971648080641,1.50008593710601,1.025491188545,1.58783667821316,1.4671348107612,-0.482044783609984,-0.660843353387899,-0.665453985545074,1.30020509916293,1.55982316242482,1.16165741354481,-0.387329056828072,-0.0299071924324418,0.00100012646679941,1.86745662262737,0.885724274297525,1.74972126608492
23,1.23656148736158,1.54465768356329,1.15707192468226,0.768478316825134,1.01903266298108,1.45025159718206,1.17385099889101,1.3480698498622,1.4339747679715,-0.306455310154886,-0.467730178036843,-0.175822292608754,1.679222837604,1.4029818112304,0.951510872320658,-0.163242635297145,-0.0172021617817719,-0.202204483017588,1.26151143475465,0.546835410243303,1.35795524174394
24,1.17714408514922,1.13301926874848,1.24182802880867,0.649374341548189,1.29102715379174,1.38153920299522,1.03064374521424,1.21482882687824,1.28308866538517,-0.589102210012019,-1.2837286066917,-0.84961855591281,1.06084008032647,1.45328813914318,0.980469328455089,-0.464701521324293,-0.599858607068567,-0.176623312403931,1.39087827177696,0.656107942661438,1.38663111140374
25,0.824248683076849,1.4490338519265,1.25061077866373,0.658234749651889,0.863845556589664,1.22636286162875,1.340054692717,1.10861422882164,1.10698898022852,-0.801939768498825,-0.99940355809716,-0.89934092008493,1.05228122667066,1.29196490709151,1.10547789515239,-0.0605077919191329,-0.115553401066833,-0.485404791265557,1.38286690796071,0.663234173317877,1.27028767521292
26,1.56571656182987,1.4226906556857,0.756373998457752,0.738475457150245,1.3799073378029,1.63448731307973,1.5164942833669,1.18306681708088,1.01174856736553,-0.737926000944591,-1.01951724703781,-0.895816907154691,0.979703029621133,1.84523363084271,0.849387059071345,-0.945400199329277,-0.876799077179483,-1.11024318832915,1.15934893598252,0.963198561329937,1.28097694029975
27,1.01797612594867,1.03822665328417,0.972218499337082,0.909656456329551,0.98666887457849,1.36183127105276,1.31204188377345,0.862538502844079,0.83675214169275,-0.588011285178622,-0.560046767088448,-0.932461497391532,1.17117906501351,1.22673043245878,0.548900302726555,0.0429141194171181,-0.476915723659992,-0.179475977782502,1.27308808125985,0.697388287020055,1.22108361124484
