peptide,protein,batch1_group1_rep1,batch1_group3_rep1,batch1_group1_rep2,batch1_group3_rep2,batch1_group1_rep3,batch1_group3_rep3,batch2_group1_rep1,batch2_group2_rep1,batch2_group1_rep2,batch2_group2_rep2,batch2_group1_rep3,batch2_group2_rep3,batch3_group1_rep1,batch3_group2_rep1,batch3_group3_rep1,batch3_group1_rep2,batch3_group2_rep2,batch3_group3_rep2,batch3_group1_rep3,batch3_group2_rep3,batch3_group3_rep3
1,1,4.03304099339916,3.18606284838495,3.52444727146129,4.05142472628395,3.46629569153363,3.28881749128106,3.57770695425795,6.55806899091124,3.33938758210645,5.7578386306414,3.74392266176922,7.06381015761269,3.86931901647453,6.25086466754038,3.07643606127213,3.97086153875683,6.64457137949491,3.62133280583967,4.07247731284452,5.4257649397241,3.48336660996618
10,10,2.77512456278989,2.57691764525639,2.2748465344237,2.14151201660076,2.30424893742932,2.50045795058672,1.81363522269793,3.25449997908179,2.74447973432411,3.57546932172929,2.97078470893233,2.8093380643663,3.02683934046892,2.76999924145367,1.87627004882569,2.21301984251216,3.4957884272103,2.37402945287668,2.68921632704886,3.21925799000958,2.49171964991327
100,100,-0.373867024035341,-2.00678997644533,-1.09413428491815,-2.52195709679981,0.649785668005058,-2.61771087442447,-0.398719335778327,-2.01546869472996,0.192089003396297,-3.76988715178426,-0.428288126648943,-2.59570464643932,-0.464495425512897,-2.53573149400024,-2.46481805635722,-0.752081394288419,-1.87800681799388,-2.15500248665671,-0.753799192962657,-2.9443009397037,-1.88814647214895
1000,186,0.403543277286552,-1.12492796283838,-0.278091645294157,-0.562552412345158,0.39717908654209,0.676919965761988,-0.856418262347269,-0.0756025765242776,0.879332878861569,-1.0779280001313,-0.761825318848372,0.179016864808123,-0.372244105776481,-1.43525035385944,-0.883725326030795,-0.112856336919523,-0.19675094925466,0.606470457971793,0.395187040858682,-0.592947658424082,0.531420744279313
1002,150,3.02005833092869,1.58390429454248,0.497348957388109,1.46572097067465,0.106527489779044,1.87272904339987,1.05296054807912,2.23024177478402,0.523695692603137,1.46979148241459,1.68282173068531,1.25845562133601,2.77403455202225,2.01362075586369,0.832461223868723,0.656795287341435,1.2311852165848,2.05350851512492,1.41987953244217,0.455818968138376,1.45425015988104
1003,164,2.48693489823787,4.19480863642285,3.73440831357269,4.05010625468148,4.43598276226216,4.6543558445551,3.33369939530119,3.61994109339821,4.18317121950604,2.68313754476938,4.52244513330186,4.74456034780093,3.44897190993504,3.17843587074696,3.46371317733373,3.75520553198163,4.78635727782081,4.22482612691695,3.20109129919151,5.08228983854026,4.45222535468773
1004,124,4.51684031634322,4.27501807312984,5.08170232907681,4.06827856149332,4.22236611079251,4.40997678494556,4.23272465473064,4.21335448838838,4.50984355984357,4.49414020770239,4.85626133922008,3.55913902664803,3.70990037588076,3.48439362451723,4.37669881126632,4.4695301763244,4.20603975330189,4.77987526285915,5.19474702540942,4.55179244201824,4.07243114650946
1005,80,4.07536765252989,1.45149959984447,3.88352765627464,1.46592352850611,4.34554804851728,1.83588611379698,3.71776761265183,4.40465471832736,3.72332392856991,5.43716061309399,3.67041633954504,5.91765569274268,3.6461703880274,5.68819744114135,2.41088149860813,3.21038860463089,4.8503571977504,2.26442481936123,3.53346913095634,4.91225005663283,2.16180143597065
1007,97,0.986480572760002,2.1307648078761,-1.22780836991383,2.70095163547463,0.345080153546341,2.32334209517694,-0.764725348414501,-2.73487508503811,0.2042382616692,-1.07519376824734,-0.1537334156494,-1.75788571232372,0.520455526457147,-2.68093928482752,1.84269356983117,0.836412088460329,-2.68029440102659,2.37590465299876,0.59441096787693,-2.538240986818,2.30876795788907
1008,70,2.05226032335719,-0.0288362331827939,2.03886907077354,1.12504800686582,2.58445876467082,1.61373011775655,2.27082531602252,4.85507078914214,2.40165987212951,4.76971160996996,2.98614418622542,4.99947328068801,3.70873509173325,4.82759886079502,0.624797267044659,2.48459986110558,4.65208296726507,-0.0474208391273747,2.49935695882467,5.1098082568358,0.0995790211715968
1009,7,1.40566924055432,1.78568433984741,0.940099432110463,2.17455357583361,1.90912571514221,0.800093553947862,1.6152134971019,2.29675674945743,1.06013273145351,1.90861301109717,2.00401711652022,2.76817776969202,1.77647030269803,2.97448559549946,1.32428564614197,1.2878563250935,1.94752865718415,1.41445001065711,1.23046726575074,2.58859762529715,1.71998747206355
101,101,0.168512701424967,0.0600508600779706,2.08460495569423,-0.590787855460442,1.13358129208779,-0.39444840305491,0.736089527395808,-1.93297381134245,1.50369081573843,-1.08214398179356,1.72698540055375,-1.1815844888978,1.99489874324359,0.736950402604774,-0.793728010962166,0.715490848485089,-1.83183617216705,-0.398576036679599,0.919826069632396,-2.506902548816,-0.279674282150373
1010,45,1.26151561424003,-2.60810985227495,0.634743856410236,-2.61556207252008,0.386087354581122,-2.83829885327302,-0.128814148507813,0.238330503487641,1.86450424524224,0.263369104304165,-0.249748891647567,0.537132181610974,-0.263594611518808,0.359617993238675,-3.4492766201103,1.19682842209277,0.0565335270957802,-1.15367808854891,0.501310156048241,0.157627263688808,-2.33336594045906
1011,38,2.03851270997315,-0.499450828254431,1.33445101788155,-0.881971908192656,3.70519842032097,-0.375888128049442,2.05784981208443,2.40915427009387,3.98960684320317,1.64331480176705,2.91664575595122,1.62836725353065,2.87785516834288,3.44054334345659,-0.842713230959477,1.55514108414487,1.60708282487238,-1.30828309403326,3.7216222138001,2.37035642827484,-1.57338671706088
