peptide,protein,batch1_group1_rep1,batch1_group3_rep1,batch1_group1_rep2,batch1_group3_rep2,batch1_group1_rep3,batch1_group3_rep3,batch2_group1_rep1,batch2_group2_rep1,batch2_group1_rep2,batch2_group2_rep2,batch2_group1_rep3,batch2_group2_rep3,batch3_group1_rep1,batch3_group2_rep1,batch3_group3_rep1,batch3_group1_rep2,batch3_group2_rep2,batch3_group3_rep2,batch3_group1_rep3,batch3_group2_rep3,batch3_group3_rep3
1,1,-0.308171002987228,0.172770948112351,1.24847723427464,1.18568088746794,-0.940306231287408,-0.354243464846078,-0.216992337744201,2.51225885593674,0.119910388303835,1.95711517415132,0.0970819494403656,2.99834253650698,-0.126898861811058,2.80546259374377,-0.395415013423686,0.509360190415116,2.99077246255725,-0.824314208318223,-0.382461328604059,2.30569065724773,-0.137314119215507
10,10,-0.274345269941028,-1.30622803202405,0.261892528804237,-0.791862637819556,0.0124527411367912,-0.0823899321606758,-0.564318886837403,1.13494406014144,0.119518130055635,1.13705101445102,0.444800756781768,0.393696649001482,0.531620753158542,0.71487643813197,-0.151769726356287,0.00662934615881472,1.11275047628335,-0.397570297486323,-0.538250099317358,0.666211736219327,-0.0148192601268087
100,100,0.382250650681971,-2.62235954569375,-0.956375602061164,-2.57203642705276,0.574124951379194,-2.06270480779448,-0.690710293633269,-2.22309741897292,0.330472895416668,-4.16800176666915,0.3602373982166,-2.98645782568139,-0.431600891431093,-1.41930523720596,-1.46066502485372,0.663650808570683,-1.13895913525989,-2.58129744069096,-0.23204991713959,-2.4308440727506,-0.583629247656642
1000,186,0.140638105446839,-1.37243724007718,-0.364783164424296,-0.622452237942791,0.224145058977457,0.880750880868591,-0.603971302987501,0.402319997032644,1.11348479452093,-0.74288165436088,-0.509513491533434,0.540379029867981,-0.362624288231858,-1.18535122578803,-0.466746074351786,0.0979310651998149,-0.000164821836151852,0.452155284447876,0.264693223032043,-0.326844956357469,0.754978813729095
1001,282,-0.109508076652529,-0.520629045821951,0.564425519289435,0.255979373835943,-0.454917442636907,0.311760453893724,-0.406846389001402,1.22144035835564,0.280845866431835,1.93234619404882,0.126000522569567,1.07371875329168,-0.524975055884226,-0.340306514479097,0.563160763900846,1.32981916757695,-0.92085034843952,-0.197612805108091,-0.804844111692723,0.661694111591861,0.957852134391626
1002,150,2.0745518008099,-0.508735120128216,-0.69046134774863,0.0499716719177763,-1.38409045306127,0.888903682606557,-0.498447373240369,0.654130190884678,-0.563388214843432,-0.296195146081248,1.0618355880838,-0.336172420610388,0.826391691705142,0.864753887070269,-0.384560114018385,-0.316626792929385,-0.245935538777652,-0.533275146938223,-0.509764898775757,-1.27754111850297,0.444359867038592
1003,164,-1.20172722992016,0.386528731475817,0.318741077791204,0.55518493046641,0.882986152128957,1.33198996773899,-0.706750570094167,-0.275757208649421,0.179271287229767,-1.34180912462025,0.527479282864399,0.910151571715216,0.0821442492611086,-0.0731287869173634,0.319024230478981,0.420970714375482,1.55663248170081,0.588469400483743,-0.50311496363659,1.7862073519187,1.18574623566686
1004,124,0.377931470644871,-0.623403675233449,0.307806530216837,-1.09630975037856,-0.685738000861709,-0.688896937455479,-0.493267486878136,-0.792146927912789,0.199830764297301,-0.692273861848314,0.293436722580834,-0.36371236034065,-0.292236012819694,-0.924950866526563,0.454924970898781,0.214058936269982,0.139427930396913,-0.774674926652156,0.0781770765497107,-0.172203448307104,0.0967991272937603
1005,80,0.241372763613372,-3.71331971641795,-0.0653952195061631,-2.98778124055936,-0.175977544107209,-1.89622851118378,-0.095584144053833,0.880295586651409,0.167255806161999,1.79186204611818,-0.0716716621081663,2.28394646704235,-0.00430427675759315,1.76672874225334,-0.348936076018419,0.0183506588148834,1.64551422856161,-1.96613249813536,-0.0140463820572894,1.7814401158689,-1.64152038645664
1006,276,-0.579116607721396,0.142635131323586,0.719496222971071,-1.22831876964002,-0.140379615249676,-0.139140212199742,-0.503842872837934,0.194203676175411,0.754427919686802,-0.850716663151216,-0.250585046848868,-0.665217251590053,0.456167753868541,0.543602560684472,0.678953018960514,-0.829807448312383,0.927037066882847,0.572273803646977,0.373639694443843,0.31694271874383,-0.888943031443908
