peptide,protein,batch1_group1_rep1,batch1_group1_rep2,batch1_group1_rep3,batch1_group2_rep1,batch1_group2_rep2,batch1_group2_rep3,batch1_group3_rep1,batch1_group3_rep2,batch1_group3_rep3,batch2_group1_rep1,batch2_group1_rep2,batch2_group1_rep3,batch2_group2_rep1,batch2_group2_rep2,batch2_group2_rep3,batch2_group3_rep1,batch2_group3_rep2,batch2_group3_rep3,batch3_group1_rep1,batch3_group1_rep2,batch3_group1_rep3,batch3_group2_rep1,batch3_group2_rep2,batch3_group2_rep3,batch3_group3_rep1,batch3_group3_rep2,batch3_group3_rep3
1,1,2.73302491483534,2.79677530995189,2.009707968652,5.38818621491844,4.50546112680234,5.04464795436564,2.30230437209542,3.07249664280462,2.07918688650681,2.28767249627674,2.07300441545734,2.7108809350318,5.39221745928801,4.52609747303128,5.8480750470458,2.63913807029231,2.83231583419554,1.85739739659383,2.46342576327533,2.86190915334779,2.77562009749377,5.11472304535991,5.62775126860287,4.28135707432168,2.02808328718343,2.33989462660649,2.49012214225676
10,10,1.27488807438937,1.39737199467353,1.19109886086901,2.08803566525328,2.8875957018526,1.96424295504244,1.04241269767076,1.14287276760481,1.59198123996248,0.713285090592117,1.36742868851395,1.58253225025221,2.46830776005447,2.591459128407,1.97586632899074,1.11797568053527,1.19816839888863,1.61168002487496,1.72288171603925,1.06056975682196,1.41515206622792,1.93375462124371,2.20681806788406,2.32621586479911,0.879032221573618,1.3485264297513,1.4319572505971
100,100,2.57611133919915,1.24579201058225,2.97990553892725,-0.146761388075552,-0.219223603569725,-0.41927642552093,0.0810161739573778,-0.235108727456652,-0.0892235738723532,1.50159717501944,2.42292399713183,2.33195222471004,0.0775276612294446,-1.64641329956168,-0.591525915641795,0.49981722224291,0.795848343599416,0.378281793018174,1.33824393618533,2.05174188249646,1.76134628520077,0.243934523582065,0.633696303167433,-0.623951175668007,-0.103844304814429,-0.379528671216967,0.823173342185671
1000,186,-1.90468606107796,-2.51773613910364,-1.72570895625884,-1.36264486450612,-2.3436327230409,-0.984121273788626,-2.98745945853353,-2.64938852886287,-1.4834376947814,-2.49636015911543,-0.863541850256656,-2.52450913142044,-1.3574820819095,-2.26077912737268,-1.1267084433325,-1.93253191388266,-1.85819333938939,-3.52270147416256,-2.20685534281578,-2.10649023304801,-1.34601859813819,-3.17698078497862,-1.82265701505285,-2.20024337289087,-2.7640498992254,-0.910635224270054,-1.42163582394291
1002,150,4.65764209540665,1.75545048348346,1.21599206213055,2.87985490263056,2.09439537717797,3.31312727479904,2.69292116645923,2.73928621721415,3.32647014614144,2.29789818470857,2.08345854285218,3.62332817946374,3.57055968989788,2.78641807215011,2.6060061575859,3.46750768440094,2.25053522583853,2.02235236823852,3.67258170103473,2.25351234091854,2.65145361473294,3.64149384693477,2.62160792334652,1.61734301115372,2.22395616127495,2.91361774416596,3.1426227143946
1003,164,0.446781790181403,1.86718100067598,2.58332103135264,2.01264037544298,2.78666648557313,2.36620239264246,2.62295538773271,2.32222900979238,2.83671835717865,1.41971131196763,2.16526840990993,2.41960956008845,1.95957660229188,1.06062695791472,3.17733264334274,1.42232198100883,2.50796679325222,3.70037773151613,1.67467087391133,1.72961765832789,1.37803624544442,1.44891912341765,3.16671191991036,3.42753913404102,1.66059397350127,2.73212351260441,2.60394768112212
1004,124,2.62689113115861,3.26661833749739,2.39828914080908,2.35641713150142,3.3129199141614,2.61717902993283,2.62312493425916,2.34799657919351,2.67981651057269,2.60307318523569,2.85011543784499,3.2164864724292,2.82389208307783,3.13297677059808,2.1856057712916,3.08595986798101,2.04585378945445,2.29663799765434,1.98746247335922,2.71551179922151,3.49307714528607,1.93903374263932,2.711236220187,3.0041952017572,2.74343788055075,3.22745289087256,2.42583443502931
1005,80,2.96354954267217,2.42949204470676,2.95108022220023,4.01313585984168,4.33544830784733,3.40450651778545,0.18218396338474,0.112438822814318,0.553577561291937,2.07419631592216,2.23037504581982,2.4568943396888,3.04797841531332,4.16169906342463,4.5154798869142,0.525208453182471,1.12586279447176,0.806538136278498,1.99309035254215,1.99498735390022,2.31687765406141,4.59181764542112,3.65111356761484,3.61278673885638,1.01457019836228,0.823872644524444,0.942945934545885
1007,97,1.37659782095205,-0.796457929657875,0.642011669927603,-2.51598008517329,-1.83484801059252,-2.27363931340204,2.29145361895556,3.08058063821034,2.85543323499853,-0.754947882823076,0.269298222963989,0.0529629382855578,-2.59568994337211,-0.993242627184457,-1.6829833052869,2.41638727124556,3.6151730963726,2.49358413811948,0.572179279014391,1.18962400235964,0.666967814153792,-2.26168326252355,-2.29319070208229,-2.25688195510656,2.2290768805927,2.29719452962211,2.71597136556804
1008,70,0.00357267988310406,0.0466158709864051,0.680213319389407,3.10969467643902,2.89546027329691,3.3119200082905,-1.64853681699686,-0.709994115568256,-0.299320165256523,0.203121255523683,0.245793345835278,0.808621924006754,3.1109953779908,3.10738215211801,3.28438541371153,-0.998389880213898,-1.01794895761622,-1.35883728946798,1.78730394951476,0.408356104927941,0.672991776626527,3.02140814014587,2.94373216463237,3.39189328310071,-1.3231562368169,-1.63552503297885,-1.88109212289464
1009,7,0.671518949128186,-0.00276350537746813,0.964763271296191,3.01913369437561,1.94589191398106,2.12613544672436,0.952144225005959,1.31230061592955,-0.00363639086035333,1.07105410950898,0.642644748399461,1.79833711633222,1.98585907147434,1.64395402747448,2.44944436108373,0.823226855312369,0.56367412762968,0.0491975442141135,0.913719754858649,0.752178269629735,0.64452845662585,2.57574914347401,1.4699250494509,2.00005454393741,0.700129966467258,0.699950976357878,1.23532892232346
101,101,1.48643873517757,3.03890581166577,2.07283111765544,-1.06211635399248,-0.67183499311731,-0.980875653269922,1.01216383831803,0.405536251275707,0.73167425811504,1.09927596811108,2.06963064967646,2.62123903627264,-1.35751932635011,-0.472249121885591,-0.638162297038558,1.2695560434701,0.646572556389729,0.807650721707063,2.42997656749129,1.72535627382356,1.78775410318645,1.82385545729719,-0.897143288987424,-1.71907648409468,0.00832482629719226,0.133579361729143,0.747448634660184
1010,45,-0.312935969376364,-0.504637161740345,-0.918874162700731,-2.49064411815811,-1.15264374380618,-0.406796693346743,-3.90134272120932,-3.76409347896108,-3.93500230431782,-1.65500190187868,0.199413372083028,-2.03977881716311,-1.15958425523375,-1.21773007411336,-0.887186756785194,-3.24298756757834,-3.34767314456819,-4.04878405113622,-1.58803144257933,-0.337944402397245,-1.20058096204498,-1.0115827573568,-1.18013818049379,-1.11524693476037,-4.64489175842421,-2.57559456175661,-3.71422990855304
1011,38,-0.0212488255582508,-0.330088457243042,2.05589988758975,-1.63468426141788,-1.36005929741553,-0.710563183731407,-2.04640851627266,-2.48858030751329,-2.00213241178782,-0.440346019459126,1.24529842694269,0.0104787836859939,0.205025877536471,-0.549853843459381,-0.659611104104711,-3.26245876051983,-1.98672780343161,-3.11342739046998,0.683340162003939,-0.984135659554522,1.30030932462213,1.11601866818824,-0.492519205271975,0.329154297620113,-3.07431399395483,-3.39038596983487,-4.05687336637662
1012,178,3.08100810248498,3.29613177804823,2.79777576425884,3.45075665471485,2.28056021602758,2.68695197403877,2.62710081561362,2.8100550085065,3.39450288514011,2.93558039621481,3.21426563344361,2.79367048870782,3.06346240853856,2.58160991903243,2.29447674616703,3.24828161564613,3.13996064879713,2.83707867068926,2.75795324870531,3.15558523383949,2.35855412371739,3.53645642639973,2.57246997681481,3.12870043488512,2.85732704841698,3.2415804403675,2.72357481374247
1013,79,-1.91029992821232,-1.64013396930542,-0.137786278039638,-0.357498237232986,0.109845570579337,0.812700881519106,-1.85231447297856,-2.37931398344391,-1.90175306906014,-0.164624275946485,-0.288998067567111,-1.76230054116076,-0.910629152992014,0.575845334067937,0.241260964014368,-2.19593185478044,-2.60532361460055,-2.14385213096213,-1.8204315456483,-0.191415193276427,-0.882644177328216,0.636346544557258,0.909307236814597,-0.268258085174738,-2.38004586440722,-2.4408997123542,-2.83501941529862
1014,112,1.52488226078972,0.871559848304853,1.32427684402516,0.0677456102298342,-1.15836170590215,0.175039641556643,-0.476650936554639,0.516073132072156,0.7107210088947,1.50729192570818,2.23232389501801,1.19664986340033,0.229527246700193,-0.187060695966093,-0.915214786390998,0.00712256337319777,-0.379484463574369,-0.145409161677093,2.02288402853473,1.8587488968483,1.57534307996878,-0.788420809033338,-0.0202034641369688,0.0725806800784661,-0.894698902645068,-0.490101852846967,0.219483654084401
1015,57,2.39633828790749,3.08359740569241,3.15878865784692,4.78298365250369,5.2646103245104,4.20286217752763,4.46288514893894,5.46367038934391,5.60829170372216,2.81462890791205,2.49211314965322,3.19553188610471,4.68642723712584,4.36201060484979,5.02316928192652,5.2682825410889,4.7518837398799,5.83746853902512,2.48597756745503,3.45192120092186,3.19725144542356,4.64746642840597,5.07768654607113,3.93904969445723,4.5269935045438,5.30454914588207,5.79835874633993
1016,174,0.948275433238634,0.192468763094993,1.47830559767915,1.10520639156558,0.863615303412568,1.01818544053654,1.11744192666269,0.82154274182319,1.58677269000231,0.644283317505718,0.0161535430607998,1.64241673644064,0.819122480869074,0.726171845359759,1.33453336401069,0.936023378536534,0.696976754188227,2.31140601176835,0.566536861999572,0.878040930238302,0.930703633388422,0.391959876493921,0.991429793835415,1.86219276661567,1.66167650627739,0.0809401396529293,1.76264598648764
1017,172,0.440057840852475,0.190079699767737,0.616274905428659,0.234004961470687,-0.339867762419422,-0.352187705401685,-0.699949301211774,0.38976444343355,0.359560708780727,0.0923173290603084,0.193183307521118,0.894556151458079,-0.489104755542213,-0.273052570312098,-0.488400163359775,-0.00730889748248807,0.404627988786436,0.50816817998402,0.0216840801658261,0.913938654813951,0.265970578842937,0.00224926475367607,-0.238539596322263,0.420620823757356,0.0376439688521006,-0.417734867086442,-0.18250639342334
102,102,-2.21815229975706,-1.34651345127047,-1.94080942206783,-4.40476356669055,-3.27547604972906,-2.53480808309021,-3.43623020025779,-4.42050520981335,-4.04660759037073,-1.91435288902387,-1.54468495777604,-2.52564475099912,-3.0249019194354,-3.6568068026325,-3.46361737860447,-3.97622454819085,-4.30435896060982,-3.23401359510661,-2.76114144884188,-1.77094800815948,-1.56218220816345,-4.04038521746895,-2.31460877711877,-2.7621331406531,-4.34288165359405,-4.35533520243022,-3.71691357309355
1020,33,-1.78679473787553,-2.74059024401346,-1.8369625110791,-1.68334987456837,-1.62751576396648,-1.96004209493408,0.249598985999595,-1.52456372746015,-0.379552696994895,-3.00742019222401,-2.43650709529015,-1.59775391811486,-0.719605123694678,-0.922554772611737,-2.64516460035723,0.216981828051902,-0.873049318026695,-1.30547117068796,-0.875746338338047,-0.982432944387136,-2.49980410894591,-2.75972734575633,-1.46393795183927,-2.51237678108719,-0.371648901876374,-1.23917194661899,-0.556852062151694
